,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2018-11-03,5,"""大福わらびもちさん"" ",https://review.rakuten.co.jp/my/YTAyOWRkNGIxNTZhMmExYg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,安定,"こればかり何年も使用しています。他のシャンプー使うとてきめんに痒くなります。　

配送もはやくいつも助かります。"
2018-11-01,5,"""x_matsu_xさん"" ",https://review.rakuten.co.jp/my/M2YyZTM5NzVkNzFkNzE_/1.0.0.1/,40代 男性,実用品・普段使い,自分用,リピート,リピートです,安いので毎回リピートです。いつもありがとうございます。頭が痒くなりこのシャンプーが良いと聞き使い始めましたが痒みもフケも目立たなくなりました。
2018-10-31,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,愛用品,突然頭皮が痒くなって市販のシャンプー使えなくなってからずっと愛用品です。すぐ届いたので助かりました。リピートします。
2018-10-29,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
",時々頭が異様に痒くなるので使い始めました。これを使うと痒みが抑えられて助かっています。
2018-10-28,4,"""いかっぺお父さんさん"" ",https://review.rakuten.co.jp/my/MjJjMDc1NWI5ODU2MjE_/1.0.0.1/,70代以上 男性,"
","
","
",保存がきき かつ使いよさそうです。,いつも大変お世話になっております。いいものありがとう
2018-10-26,4,"""sskita1956さん"" ",https://review.rakuten.co.jp/my/NWQ5MWE3ZWY3MTNkNTkxZQ__/1.0.0.1/,60代 男性,"
","
","
","
",３度目の注文になります、ありがとうございました。
2018-10-24,4,"""missmicciさん"" ",https://review.rakuten.co.jp/my/MjI0NDZhMmMxZmZhNDExMA__/1.0.0.1/,30代 女性,"
","
","
",良いんだろうけど,皮膚科でも処方されたけど未だに頭皮トラブルは回避できず、、期待はしてます！
2018-10-17,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,リピート,お値段は高いですが、パサつかず、しつこい香りもないので使いやすいです。
2018-10-16,5,"""ミツ1603さん"" ",https://review.rakuten.co.jp/my/OGIxNjM1OGM1M2Y1NGExNw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","美容師さんに勧められて購入しました。薬局で購入するより安く買えて良かったです。　

頭皮の痒み、フケが治りました"
2018-10-05,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,安くて発送も早い,"たまに頭皮湿疹を起こすのですが、このシャンプーを３日も使うとほとんど治ります。けど近所のドラッグストアどこを見ても詰め替えで1900円前後で中々高め。こちらを知ってよかったです。無くなったらまたこちらで購入しようと思います。発送も早く、助かりました。　

安いので仕方ないのかもしれませんが　

梱包がビニール袋一枚でポストにねじ込まれていたので中身のシャンプーのパッケージが破れていないか心配になりました"
2018-10-04,5,"""ラシーン1223さん"" ",https://review.rakuten.co.jp/my/M2FlMmI0ZDhhNmRhNzk_/1.0.0.1/,30代 女性,実用品・普段使い,男性（彼、夫）へ,リピート,"
",青より赤の方がギシギシせずいいそうです。
2018-10-01,5,"""シィツァンさん"" ",https://review.rakuten.co.jp/my/NTQ3OGQ2NTcyOTQ4OTQxZA__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,ふるふるコラージュ シャンプー詰め替え,安価で購入できいつも送料無料。アレルギー体質やアトピー性皮膚炎の主人がこちらのお品をお医者さんに勧められました。頭皮の状態は良好です！
2018-09-25,5,"""すみれ0954さん"" ",https://review.rakuten.co.jp/my/YjJjZGQzMmFmNGNhOTIxNw__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,リピート,愛用してます,少し高価ですが、ワンプッシュで充分泡立ちます。商品の到着もとても速くて助かりました。
2018-09-22,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,満足です,"お安く購入出来て満足です。　

色々とシャンプーを試しましたが息子たちはこれが一番かゆみが治まると言っています。"
2018-09-19,5,"""ぷち6543さん"" ",https://review.rakuten.co.jp/my/ZjcwNDg1NTU4M2UxYjQ_/1.0.0.1/,50代 女性,実用品・普段使い,家族へ,はじめて,シャンプー,"商品発送も早く助かりました　

なくなり困っていたとこれ　

また安ければ購入したいです"
2018-09-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,安い！,"送料込みでこのお値段！　

普通にスーパーとかで買うと2000円以上はするので、すごくお財布的に助かってます！　

なくなったらまたリピしようと思っています。"
2018-09-08,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,コラージュフルフル詰替,こちらではお安く、しかも送料無料で買えるので、いつもお世話になっております。ありがとうございます？
2018-09-07,5,"""すみねこ♪さん"" ",https://review.rakuten.co.jp/my/YmJmYjllMWQ5NjcwNjUxOQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,"
",合わないシャンプーが多い中、試しに使ってみたらかゆみもフケも出なくなり、刺激も無く、使用感もいいのでリンスと合わせて使ってます。洗い上がりもクセがなく毎日気にせず使えます。
2018-09-04,5,"""motoh2366さん"" ",https://review.rakuten.co.jp/my/YzY0NTZjMTZjNzZj/1.0.0.1/,70代以上 女性,実用品・普段使い,家族へ,リピート,皮膚科先生 推奨,"皮膚の弱い家族がいて、顔やら頭やらすぐ赤くて痛がるので 高いとは思うけどこれを使うしかない。　

もう少し安くならないかなあ"
2018-09-03,5,"""minki666さん"" ",https://review.rakuten.co.jp/my/YTA2ODQ3YzI1ZTZjMmMxNw__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,脂漏性皮膚炎に,頭皮が脂漏性皮膚炎になってしまったので使用しています。使い始めて数カ月たちますが、今年の夏の暑さでも頭皮が痒くならず臭いも気になりません。まだ脂漏性皮膚炎が完全には治っていないので 、もうしばらく続けてみるつもりです。
2018-09-01,5,"""き〜ぼ〜７さん"" ",https://review.rakuten.co.jp/my/NTFiZDdiYzE2MDgyMjM_/1.0.0.1/,50代 男性,"
","
","
","
",一度止めてみたら、効果が出ていたのがわかりましたので、再購入です。
2018-08-30,3,"""青い空、白い雲さん"" ",https://review.rakuten.co.jp/my/ZTAyM2VmMGMxMDIz/1.0.0.1/,40代 女性,"
","
","
","
","皮膚科でオススメされて子供が使用しています。　

良さそうですよ。"
2018-08-27,4,"ゲストさん"" ","
","
","
","
","
","
",１本目のシャンプーを使い終える頃には頭皮が痒くなり悩んでいましたが、この商品は痒くならず愛用しています。
2018-08-17,5,"""mina-teoriさん"" ",https://review.rakuten.co.jp/my/YjQxZmFmZTFhZjFl/1.0.0.1/,70代以上 女性,"
","
","
",リピです。,"これを使用しないと頭皮があれます。　

必須アイテムです。"
2018-08-10,5,"""m.s.m0612さん"" ",https://review.rakuten.co.jp/my/NjM4MjNiZjUxYzNjODMxZQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,"
","
",薬局で買うより、かなり安く買う事が出来ました！また利用しようと思います。
2018-08-08,5,"""megumimimさん"" ",https://review.rakuten.co.jp/my/YjhkMmQ4ZTVlNzNhMzYxNA__/1.0.0.1/,20代 女性,実用品・普段使い,家族へ,リピート,リピート,安いのでいつもここで購入しています！基本的満足です。
2018-08-05,5,"""モアナ52ｈｗさん"" ",https://review.rakuten.co.jp/my/NTk1MjEyNDUzZTRk/1.0.0.1/,50代 女性,"
","
","
","
",娘には、必需品です。他の物を 使用すると頭皮の状態が 悪くなるので もう他は、使えないです。最初は 皮膚科で勧められ サンプルを もらい良かったので 続けています。お薦めです。
2018-08-02,4,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,お薦めします!,"高校1年生の息子の為に購入！　

やたらとフケが可哀想な位出ていて、バイトを始めるにあたり購入してあげました★　

凄いです&amp;#8252;　

使ったその日からフケが見当たらなくなりました&amp;#8252;　

本人曰く…　

軋むけど、短髪だから全く気にならないそうです。　

触った所気になりませんでした♪　

匂いは3時間後には少し男臭な感じでした（笑）　

思春期でフケに悩んでる人は試しにでも購入する価値有りです&amp;#8252;"
2018-07-31,5,"""シィツァンさん"" ",https://review.rakuten.co.jp/my/NTQ3OGQ2NTcyOTQ4OTQxZA__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,ふるふるコラージュネクストシャンプー,"迅速な発送ありがとうございました。　

リピート商品ですがこれからもよろしくお願いします。"
2018-07-27,5,"""マー君１９５１さん"" ",https://review.rakuten.co.jp/my/YzZlM2JkMTFmNjM1NmMxMQ__/1.0.0.1/,60代 男性,実用品・普段使い,自分用,リピート,"
",安く購入出来て良かったので、近日中にまた、頼みます。
2018-07-24,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,良い品,何度か購入しています。とても満足しています。
2018-07-09,5,"""パンダgirl☆さん"" ",https://review.rakuten.co.jp/my/MTUxZDUxNDM5ZTJlN2YxNA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,安心できるシャンプー！,もう何度もリピートしています。頭皮のトラブルが減り、とても安心できるシャンプーです！
2018-07-02,5,"""リリコ2442さん"" ",https://review.rakuten.co.jp/my/N2M3YWE1NGJiNDQ2/1.0.0.1/,40代 女性,実用品・普段使い,子供へ,リピート,息子用,フケが酷い息子用に愛用しています。このシャンプーだとフケが出ません。ちょっとお高いですが、これからも使い続けます。ドラッグストアで買うよりは安いです。
2018-06-30,4,"""yoimachidukiさん"" ",https://review.rakuten.co.jp/my/OTUxYzlhNDc1MDE3/1.0.0.1/,40代 男性,実用品・普段使い,自分用,"
",街中で買うより安かったので。,"以前はフケガ多く、気がつくと肩に白いものがついていて困っていましたが、この商品を使用するようになって安心して黒色の衣服を着ることができるようになりました。それまで医薬品も含めて数種類試していたのですが、自分の逃避には、このシャンプーが一番合っているようです。シャンプーの値段としては安くないと思いますが満足しています。　

スーパーセール中に購入しました。近隣の店舗で購入するよりも安かった上に送料無料で、ポイントも付くことから購入しました。"
2018-06-29,5,"""ホットさん8459さん"" ",https://review.rakuten.co.jp/my/YjI3MDIyYzE1OTliMjMxMQ__/1.0.0.1/,60代 女性,実用品・普段使い,自分用,リピート,"
",アトピーの息子に使っていましたが、今回は皮膚アレルギーの犬の為に購入しました。獣医さんにお聞きすると大丈夫とのことでした。
2018-06-25,5,"""むさひかさん"" ",https://review.rakuten.co.jp/my/Zjc0MDU0M2FiOGMzMmExZA__/1.0.0.1/,30代 女性,実用品・普段使い,子供へ,リピート,息子用に,安いのでいつも購入させていただいてます。しかも配送も早く助かってます&amp;#8252;&amp;#65039;
2018-06-20,5,"""かか０３０３さん"" ",https://review.rakuten.co.jp/my/MTE5M2IzYThmNjQ5MTg_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,安い！,"毎日使うものなので、このお安さはとてもありがたいです。フケ対策に購入したのですが、一気にほぼなくなりました。　

時期的ににサッパリにしたらよかったかな、、とも思ったので、次回は時期とタイプを考えてリピートしたいです！"
2018-06-20,5,"""てんてん595さん"" ",https://review.rakuten.co.jp/my/MjI4MmFkMDc5MTAzNTAxMg__/1.0.0.1/,40代 男性,"
","
","
","
",発送も早いし納得、何回も購入させてもらってます。
2018-06-16,4,"""…ありさん"" ",https://review.rakuten.co.jp/my/YzgzNDNjOTkxYzUzNTMxZA__/1.0.0.1/,20代 女性,"
","
","
","
","今年の冬に人生初のフケが出てしまい、いくら頑張っても治らなかったので、医療従事者の母から勧められたこちらの商品を買ってみました。　

他のショップと比べて、こちらが1番安く買えるなと思いこちらで買わせてもらいましたが、2袋で4ヶ月ほどもちました(ミディアムヘアで1日1プッシュ使用)。泡立ちなどはとてもよく、ストレスなく使いきれました。　

極度の敏感肌の私でも肌荒れを起こすことはなく、効果はすぐには出ませんでしたが4ヶ月使い続けた今ではすっかり治っています。　

治ったのでリピート買いはしませんが、またフケが出るようなことがあれば即買わせていただきます！"
2018-06-09,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,家族みんな使っています,市販のシャンプーだと、頭がかゆい、フケが出るとのことで、皮膚科の主治医に相談したところ、勧められました。このシャンプーを使用してからは、そのようなことが無くなり、今はこのシャンプー以外は使用出来ません。
2018-06-03,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
",過去にも購入したことがあり、商品については問題なし。
2018-05-28,5,"ゲストさん"" ","
","
","
","
","
","
",頭の乾燥対策で購入しています。少し高いですが効果はあるように思います。
2018-05-19,5,"ゲストさん"" ","
","
","
","
","
",いつも使っています,頭皮トラブルにいいのでいつも使っています。ゆうメールで届いてうちのポストにも入ったので楽でした。
2018-05-18,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,安くはないけど,"長年フケに悩んできましたが、こちらのシャンプーに変えてから嘘のようにフケがなくなりました。　

少々お値段はしますが、満足です。"
2018-05-02,5,"ゲストさん"" ","
","
","
","
","
","
",リピート購入です。これ以外でシャンプーするとフケがでます。
2018-04-27,5,"""tamtam6812さん"" ",https://review.rakuten.co.jp/my/NTk0ZGRhZjE1YzUx/1.0.0.1/,40代 男性,"
","
","
",安いですね,安く買い可愛いボトルに入れ替えて使っています。ふけもすくなくなりました。リピ3回目です。
2018-04-26,5,"""88恋さん"" ",https://review.rakuten.co.jp/my/NWMyNmIxNWZmNmQ5NDIxMg__/1.0.0.1/,20代 女性,"
","
","
",とりあえずシャンプーだけ,"毎日お風呂入ってて私より清潔なはずの旦那が何故かフケだらけで　

前までお風呂から出て　

1時間も経ってないのに　

フケが凄くて(^_^;)　

でもコレに変えてから全然なくなりました"
2018-04-23,4,"""danshimilesさん"" ",https://review.rakuten.co.jp/my/YmQzNDgxZWQ3MTMy/1.0.0.1/,50代 男性,実用品・普段使い,自分用,リピート,あら不思議。ぴたりと止まる。,"元来フケ症なんだが…頭皮も脂っぽいし。困ったもんだ。　

しかしこれを使うとぴたりと止まる。　

今風に言えば“あたしの頭皮の体質に合ってる”って事なんだろう。　

ただ、ちと高いので…買えない間に普通のシャンプーを使うと…一気にフケが…復活。　

困ったものですねぇ。"
2018-04-22,5,"""ふりふりフリッパーさん"" ",https://review.rakuten.co.jp/my/M2FkZmJmN2VmZDlhNGUxMA__/1.0.0.1/,50代,実用品・普段使い,子供へ,リピート,最高,家族で使っているやつだと頭皮に会わず、いいのがないか探していました。商品情報を見て使って見ましたが、他のシャンプーと違い頭皮が荒れなくて問題なく使っています。
2018-04-22,5,"""77489175さん"" ",https://review.rakuten.co.jp/my/MGQyMDZiYWVkNDJhNGIxNw__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,迅速に発送頂きました。,注文をしてから、スムーズに対応、発送頂きありがとうございました。
2018-04-12,4,"ゲストさん"" ","
","
","
","
","
",近所の店より安かった,"高めのシャンプーなので、少しでも安く購入できて良かったです。　

もう少し安くなると嬉しいです。"
2018-04-03,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,気に入りました,"頭のかゆみに悩み、いろいろ試しましたが、これが私にはピッタリの商品です。　

泡立ちもよく気に入りました。　

値が張るので、少しでも安く買えるショップが見つかり助かります。"
2018-03-14,5,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,"
","アトピーの子供用に購入。　

商品はとても良い物だと思います。　

商品の配送も迅速。　

また購入したいと思います。"
2018-03-10,5,"""ゆみまそさん"" ",https://review.rakuten.co.jp/my/ZGEwMWNmYmY3MzVi/1.0.0.1/,50代 女性,"
","
","
",この時期に,以前は年中使用していましたが、最近はウイルス、花粉が気になる時期だけ使用しています。この時期頭が痒くなりがちだった息子が、このシャンプーで解消されているので助かります。
2018-03-06,4,"""oni31さん"" ",https://review.rakuten.co.jp/my/NjUzYzQyZjQ0Mw__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,"
",良い感じです。,"脂ろう性皮膚炎のため、病院で処方された飲み薬と併用してシャンプーしています。気になっていた　

抜け毛や痒みが改善してきました。もう少し様子を見てみようと思います。今のところ良い感じです。"
2018-02-24,5,"ゲストさん"" ","
","
","
","
","
",いつも使っていてこちらはかなり安い,このシャンプーしか使えず安く買えるのでとても助かります。
2018-02-22,5,"""ゆきち16さん"" ",https://review.rakuten.co.jp/my/Y2U0YTlmNmM4Njg0NGIxOA__/1.0.0.1/,20代 女性,実用品・普段使い,家族へ,はじめて,安い,とても安くフケやかゆみなどがなくなりました。これからも愛用します。
2018-02-17,5,"""tamtam6812さん"" ",https://review.rakuten.co.jp/my/NTk0ZGRhZjE1YzUx/1.0.0.1/,40代 男性,"
","
","
",リピ,フケがでません。赤みも治りました。安い！
2018-02-14,5,"""モアナ52ｈｗさん"" ",https://review.rakuten.co.jp/my/NTk1MjEyNDUzZTRk/1.0.0.1/,50代 女性,"
","
","
","
",敏感肌の娘の為に、購入。長年このシャンプーしか使用していません。他のお店より安かったのですが あと少し安ければうれしいのです 。
2018-02-09,4,"""htaro-さん"" ",https://review.rakuten.co.jp/my/ZmZkNGRiNzIzMzNiMjU_/1.0.0.1/,60代 男性,"
","
","
","
",まだ使用していませんが早い対応でありがとうございました
2018-02-07,5,"""hide2799さん"" ",https://review.rakuten.co.jp/my/ZGQ3MDczYzNlMDFiMjc_/1.0.0.1/,70代以上 女性,実用品・普段使い,自分用,リピート,いいです,洗った後のパサつき感もないし、柔らかく髪が仕上がりますので、リンスする必要もないし、いつも使っています。髪のかゆみも出ないです。
2018-02-07,5,"""toshichan0310さん"" ",https://review.rakuten.co.jp/my/ZDkwMTdlYWNhNzUyNmM_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,リピートです。,"中学生の息子は肌が弱く、フケが出がちでしたが、こちらを使ったらピタリととまりました。　

試す価値ありです。"
2018-02-06,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,痒みがなくなりました！,"3〜4年ほど前から左側頭部に痒みが出始め、ネットで高いシャンプーを2〜3種類試したが、痒みが酷くなる一方で困り果てていました。　

そんな時にCMでこのシャンプーを知り、すぐにネットで調べて購入しました。　

使い始めて1ヵ月半頃、痒みが無くなっている事に気づきました。　

使い始めて一ヵ月の頃はまだ痒く、「今回もダメなのかな…」と諦めかけましたが、全部使いきるつもりでその後も毎日使っていたら痒みが無くなりました。　

少し前までは蚊にさされた時のように痒くてたまらなかったのに、今は何ともありません。　

このシャンプーを知ることが出来て本当によかったです。　

最初は価格が高いように感じましたが、12月半ばから毎日使っていてまだ一袋使いきっていないので、このショップさんからの購入だと私の場合は1ヵ月あたり750円くらいになるのでしょうか。とても良心的な価格だと思います。　

ちなみに私の髪は鎖骨の辺りまでの長さです。　

これから先もこのシャンプーを使い続けていくと思います。"
2018-02-04,5,"""まろ0010さん"" ",https://review.rakuten.co.jp/my/OWNiMmE0MDI3MzQ4NTY_/1.0.0.1/,40代 男性,実用品・普段使い,家族へ,リピート,"
","家族全員で使用しています。　

以前はひどかった肌荒れも大幅に軽減されとても助かっています。　

お値段が高いのが難点ですが、お値段以上の効果があり満足感は最高点です。"
2018-02-04,5,"""パンダgirl☆さん"" ",https://review.rakuten.co.jp/my/MTUxZDUxNDM5ZTJlN2YxNA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,リピート,安心！,頭皮の具合が不安定なので、これを使うと安心です。季節にもよりますが、皮膚科に通う回数はだいぶ減りました！
2018-02-03,5,"ゲストさん"" ","
","
","
",子供へ,はじめて,"
",何年も、敏感肌の子供に愛用してます。いつも、ドラッグストアで買ってたのですが詰め替え用がなくて、探してたら2個セットでお得です。
2018-01-30,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,頭皮の匂い気にならなくなった,初めてこの商品を使いましたが、息子の頭皮湿疹もマシになり、私自身の頭皮の匂いも気にならなくなりました。商品もすぐ届きました。
2018-01-24,5,"""CHIRO NYANさん"" ",https://review.rakuten.co.jp/my/MWEzMDIwMWFiNGI0N2Y_/1.0.0.1/,50代 女性,実用品・普段使い,家族へ,リピート,"
",お店で買うより安く手に入りました。肌が弱いためこれを使うと調子がいいみたいです。
2018-01-17,4,"""あやね0535さん"" ",https://review.rakuten.co.jp/my/YzU3Y2U1ZTM1YzRkNWMxZg__/1.0.0.1/,20代 女性,実用品・普段使い,男性（彼、夫）へ,リピート,フケ性の夫に…,家族で同じシャンプーを使っていましたが、いつも夫だけフケ性なのかフケが出ていて可哀想だったので、こちらを購入してみました。明らかに減ったので、合っていたのだと思います。完全にはなくなりませんでしたが…(&gt;_&lt;)それでもだいぶマシなので、ずっとリピしてます。
2018-01-14,5,"""3939にっしさん"" ",https://review.rakuten.co.jp/my/YjU3NWFmMTRkOGFjOTY_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,更年期だからか,ホルモンのバランスが乱れるようになってから、頭皮のかさつき、フケがあるのにベタつく脂漏性湿疹が出るようになりました。このシャンプーが一番頭皮の状態がよくなり、湿疹がおさまり、薬をつけなくてよくなりました。他のシャンプーを使うと、すぐにダメです。
2018-01-12,5,"ゲストさん"" ","
","
","
","
","
",送料入れても安い,ずっと使っているシャンプーが近所の薬局より安くて助かってます！フケカユミが治るので手ばなせません。
2018-01-12,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
","地肌が弱く赤くてフケみたいに皮がポロポロ剥けます　

他のシャンプーに変えたら本当酷くなり　

また こちらを購入させて頂きました　

高くても もう このシャンプーにしていきたいと思います"
2018-01-11,5,"ゲストさん"" ","
","
","
","
","
",頭皮のかゆみに,頭皮のかゆみや湿疹が大分改善されました。 値段が高いのですが、ほかの商品だと、かゆみが出るので、これをリピ中です。
2017-12-29,5,"ゲストさん"" ","
","
","
","
","
","
",いつもこれです。リンス要らず。たすかります。
2017-12-21,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,"
","乾燥肌みたいでこれが手放せません！　

普通に買うより安くて助かってます(^^)"
2017-12-20,5,"""らいちゃん5838さん"" ",https://review.rakuten.co.jp/my/YjQyMGFmMGViYzg4NDk_/1.0.0.1/,30代 男性,"
","
","
",痒み対策,"頭皮が痒くなる事がありましたがこちらに変えてから改善されました　

少し高いですがその価値はあります"
2017-12-19,4,"ゲストさん"" ","
","
","
","
","
","
",いつも愛用しています。やはりフケが断然減ります。
2017-12-14,5,"""Dattsu11さん"" ",https://review.rakuten.co.jp/my/YzgyOTY4MThhMjJj/1.0.0.1/,40代 男性,実用品・普段使い,自分用,はじめて,効果あり,"他シャンプーを使っても効果がなく、こちらを使ったら、かゆみやフケがとまった。　

青と赤２種類あるが、私には赤色があった。"
2017-12-13,5,"""スー選手さん"" ",https://review.rakuten.co.jp/my/NTQ4ZTk0ZTY2OWQ1MmExMQ__/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,頭皮,頭皮の乾燥で悩みこちらにしました。ドラッグストアーよりも安価に購入することができて助かります。他のシャンプーは不安で使用できません。
