,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2019-12-20,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,良い感じ！,"産後の抜け毛に参り初めて購入。パッケージの可愛さ目当てで購入しましたが、実際使ってみると香りがラベンダー系で癒されると共に泡立ちも良く乾かすとまとまる！　

良いこと尽くめの商品です。　

またリピートさせてもらいます！"
2019-12-19,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,シンスボーテオーガニックヘアケアセット,年齢を重ねてきて髪に艶がなく髪の根本も元気がなくなってきました。いろいろな商品を試しましたがなかなかしっくりくるヘアケア製品が見つかりませんでした。この商品は髪の脂っこい匂いも取れますし根本の立ち上がりも復活してふんわりとします。パッケージも小ぶりで可愛らしくジムに持参するのも軽くて良いです。お勧めします。私の髪の様子を見て結局家族も使っています。
2019-12-18,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",40歳を過ぎた頃から白髪がちらほら、ストレートだった髪質もなんだかまとまりにくくなり、シャンプーを良いものに替えてみようと思いこちらを購入してみました。まだ使って数回ですが、なんとなくまとまりが良い気がします。香りも強すぎず、泡がもっちりした感じで優しく洗えていると思います。
2019-12-16,5,"""ぷりん○さん"" ",https://review.rakuten.co.jp/my/N2MyNTAwNGExMjFkMTM_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
","シャンプーを、こちらに変えてから抜け毛が　

目に見えて分かる位、減りました。　

しばらく使い続けて視ようと思います(●´∀｀●)"
2019-12-11,4,"""ふふみ3021さん"" ",https://review.rakuten.co.jp/my/ZjBjNzMwY2YzOTAxNjM_/1.0.0.1/,30代 女性,"
","
","
","
",使って1週間。産後しばらくから頭皮が乾燥して痒みとふけが気になっていましたが改善されています！私にはあったようでリピしたいなと思います！
2019-12-11,5,"""まぉふぅさん"" ",https://review.rakuten.co.jp/my/ZWE2NjkxZWVmNjU0/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,シャンプーだけで,サラサラになります！この感覚にビックリしました&amp;#8252;比較的、小さいボトルで、少々お高い感じがしますが、これなら使用したい&amp;#8252;っと思えました&amp;#9825;香りもアロマの香り♪リピしたい商品です。
2019-12-10,4,"ゲストさん"" ","
","
","
","
","
","
",シャンプーしてる時にきしまないのがお気に入りです！トリートメントも少し時間をおくとサラサラになります。星-1は、お値段がもう少し安いといいなぁ。。。
2019-12-10,3,"""まし子0326さん"" ",https://review.rakuten.co.jp/my/NTI1OTUyODNiNTBlM2ExZg__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,"
","
","匂いは良かったです　

まだ使い始めなので効果は分からないですが楽しみです。　

ひとつ残念だったのが、簡易包装だったのか商品が袋に入って緩衝材の紙が一枚だけでダンボールに入ってきたのには驚きました。"
2019-12-10,4,"ゲストさん"" ","
","
","
","
",リピート,"
","子供と一緒に使っていますが子供の髪もサラサラです！　

産後の抜け毛効果は期待出来ませんでしたがまたリピしたいと思います。"
2019-12-08,4,"ゲストさん"" ","
","
","
","
","
",さらさら,産後の抜け毛が気になり購入しました。さらさらになり手ぐしでもいい感じです。まだ抜け毛に関しては分からないので使い続けてみようと思います。
2019-12-08,5,"""csすずさん"" ",https://review.rakuten.co.jp/my/N2ZjOTI4MzJlYmE1NDgxMw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,しっとり！,"色んなオーガニックにシャンプー使ったり抜け毛が増えてきてシャンプーには敏感になっていたところ豆乳シャンプーからの切り替えで試しに買ってみました！　

仕上がりがいい！しっとりでパサパサ感が以前に比べて減りました。　

続けて使いたいと思いました。"
2019-12-07,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","シャンプーは泡立ちも良く使いやすいです。　

以前使っていたものよりも頭皮がさっぱりしています。　

ツヤはもうちょっと使い続けていたら出てくるかな…　

髪の纏まりは良くなりました。　

詰め替え用が発売されると嬉しいですね。"
2019-12-07,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,コシが出ました！,母にプレゼントしたのですが、ぺたんこ気味で悩んでいた髪の毛にコシが出て嬉しいそうです！！
2019-12-06,4,"ゲストさん"" ","
","
","
",自分用,"
",2本目,"産後の抜け毛予防になればと思いましたが1本使い切って、今産後3ヵ月でやはり抜け毛は酷いです…。でも元々髪も少なく、細いのですが根本はしっかりしてきてフワッと上がってる感じです。　

髪には良さそうなので、しっかりとした髪が新しく生えてくれたらと期待してます…。"
2019-12-04,4,"ゲストさん"" ","
","
","
","
","
","
","オーガニック系シャンプー&amp;トリートメントとして使いやすいです。シャンプーはキシみませんが、洗い流しに少し時間がかかります。　

ドライヤーで乾かしてもパサつきにくいです。　

もう少し使ってみたいと思います。"
2019-11-29,5,"""TANU2369さん"" ",https://review.rakuten.co.jp/my/MmY5NTFiZjhlNTk3OTYxNw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","産後の抜け毛がひどく、いろいろ調べてこちらを購入。　

まず、香りがすごく良い！癒されます。　

あとは少量でも泡立ちます。指通りもなめらか。　

敏感肌でいつも頭皮が痒いのですが、これを使うと痒みが出ません。　

抜け毛はこれから使い続けるうちに、効果が出ることを期待しています。"
2019-11-28,5,"""こなるちゃんさん"" ",https://review.rakuten.co.jp/my/NWUzMTY4ZTlhYzM4N2YxZA__/1.0.0.1/,70代以上 女性,実用品・普段使い,自分用,はじめて,とても良い！！,"n&amp;o livingさんから出ている商品は子供達や自分で使ったりしています。　

シャンプー、トリートメントはサロンで買ったものを使用しておりますが、産後の抜け毛やカラーのダメージなども気になり始め、前々からこの商品を気になっていた事もあり購入しました。　

使ってみた結果めちゃくちゃ泡立ちがよく、泡がきめ細かくてもっちりしています！　

洗い流すと頭皮がすっきりした感じがします！　

トリートメントも髪の毛がトゥルントゥルンになります笑　

ただ、タオルドライすると少しきしむ感じはしますが許容範囲内◎　

ちゃんと乾かしてからなんですがサラッサラになり根本からふんわり髪が立ち上がる感じがしますね！！　

これからも使い続けたいなと思える商品でした！"
2019-11-28,5,"""こっとん１００％さん"" ",https://review.rakuten.co.jp/my/MmU3ZDQzMzc2ODUzNDgxOQ__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,フワフワ,到着後、早速使ってみました。オーガニックの香りと、フワフワの泡でリラックスできました。続けて使って見ようと思います。
2019-11-26,5,"ゲストさん"" ","
","
","
","
","
",リピです,"産後の抜け毛が酷く悩みに悩んで辿り着いた、この商品。　

半信半疑で使ってみた所、不思議と、その使った日から抜け毛の量が　

違かった。　

期限間近のクーポンもあり倍率の良いポイント目当てに　

まだ半分以上あるにも拘らず買ってしまいました！　

（そして5日もしない内に1000円クーポンをもらったので再度購入(*´ω｀）　

1か月経った今（長髪であるが）１プッシュで泡がモッコモコになるので　

シャンプーは半分残っており’持ち’は良いと思います。　

酷かった抜け毛は半分以下になりスッケスケで地肌が丸見えだった　

前頭部も、そんなに気にならなくなり始めた(^^)/　

生後6か月たったのでピークが過ぎたのか？　

イマイチ分からないけど効果はあったと思います！　

抜け毛が気になっている（頭に湿疹が出来やすい敏感肌の弟に）　

この商品を勧め2日試しに使った所、今の所、痒みも出ていないので　

「試しに使ってみる」と言うので譲り渡してしまったので　

（まだ開けていない品が2本あり）抜け毛が減ったので、これを使い終わったら　

前に使っていた品に戻そうかとも思ったが使い続けたいと思います。　

ので　

1000円クーポン、よろしくお願い致します！"
2019-11-25,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,ツヤ髪になります,シャンプーだけでも髪がツヤのある仕上がりになります。コンディショナーでさらにしっとりします。本当に楽に髪の毛が綺麗になるので、ずっと使用しています。
2019-11-25,4,"""madamexさん"" ",https://review.rakuten.co.jp/my/NGU2MzhlMzZjMjRkM2IxYQ__/1.0.0.1/,60代 女性,実用品・普段使い,自分用,はじめて,シャンプーが特に良いです。,普段からオーガニックノンシリコンのシャンプー、トリートメントを使っていましたが、此方のショップで虫除けスプレーを購入していた時に見つけて、試しにセットで購入しました。シャンプーの洗い心地が特に気に入っています。1ボトル使い終わって 髪にボリュームが出たらリピートしたいと思います。
2019-11-25,4,"""Chiikさん"" ",https://review.rakuten.co.jp/my/NjIzN2FlYjYxMDhiMzQxYg__/1.0.0.1/,40代 女性,"
","
","
",香りがとってもいい,泡立ちも良くて香りも良いです！乾かしてもしっかりまとまってくれて使い心地もとっても良いです
2019-11-24,5,"""harry3181さん"" ",https://review.rakuten.co.jp/my/OTk0ZjBlZTBhY2RlYmY_/1.0.0.1/,40代 男性,"
","
","
",めちゃくちゃ！いい！,知り合いの勧めで使用しましたが、めちゃくちゃ良かったです。髪のツヤもすごく良くなりましたししなやかになりました。
2019-11-23,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,産後抜け毛対策に,産後5ヶ月です。産後2ヶ月から使い始めずっと目立った抜け毛はありませんでした。最近少し抜けることもありますが、使ってなかったらもっとひどかったかもしれません。泡立ちがすごくいいので2ヶ月近くもちます。継続するつもりです。
2019-11-23,4,"""りりりーりんさん"" ",https://review.rakuten.co.jp/my/MWRhODFiMzY4NDQyNDAxZA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,オーガニックシャンプー&amp;#10036;,"12月中旬のお届け予定でしたが１１月月中に届きました！　

使ってみて香りが本当に良くてバスタイムが華やかになります^_^　

頭皮の匂い対策で購入したので使い続けて変化を感じたいです。"
2019-11-11,5,"""Doaramayuさん"" ",https://review.rakuten.co.jp/my/ZDZlYjMwZTVjOWQ2Yzg_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,香り良し,"香りも使用感も良きです！！　

リピすると思います&amp;#128149;産前ですが、これからの薄毛対策用に買いました。"
2019-11-11,4,"""Shimashoさん"" ",https://review.rakuten.co.jp/my/YzVlYmRhMmViODViM2IxNw__/1.0.0.1/,30代 男性,実用品・普段使い,女性（彼女、妻）へ,はじめて,出産を終えた嫁に,"嫁さんに出産を終えて感謝のプレゼントをこちらに選びました。　

喜んでもらえる事を願いこの評価にしました。"
2019-11-09,4,"""エツカナさん"" ",https://review.rakuten.co.jp/my/OWE1MThiOWVkZWNh/1.0.0.1/,60代 女性,実用品・普段使い,自分用,はじめて,まとまる髪に,"どれを購入しても気にいらなかったがこちらは香り　

まとまり泡立ち 頭皮の痒みもなくすべてクリアした商品でした、又なくなってしまう又にたのんでおきたいです。"
2019-11-07,4,"ゲストさん"" ","
","
","
","
","
","
","産後のヘアケアのために購入しました。泡立ちが良くて洗いやすいです。　

2プッシュ弱で2ヶ月持つか持たないかくらい。"
2019-11-03,5,"ゲストさん"" ","
","
","
","
","
","
","友人の出産祝いに購入しました。　

使い心地も匂いも癒させる…とすごく喜ばれました。　

こちらもギフト用があるといいなと思いました。"
2019-11-02,4,"ゲストさん"" ","
","
","
","
","
","
",使い始めより日数が経つとより艶々サラサラになります。商品の到着も早くてよかったです
2019-11-01,2,"""ymdaaaaaaさん"" ",https://review.rakuten.co.jp/my/OTNhMTNhNWMwNjE2MzkxMA__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,はじめて,"
",ツヤツヤというより私の場合はふわふわ柔らかい感じになりました。泡立ちがよく香りもキツくなくよかったのですが、私には合わなかったみたいで頭皮がかゆくなりフケが出てきてしまいました。
2019-10-31,4,"ゲストさん"" ","
","
","
","
","
",産後の髪に変化を実感☆,"産後の髪の変化に打つ手はないかと購入。３ヶ月間使用し続けていますが、続けて使いたいシャンプー&amp;コンディショナーです。香りも癒され、泡立ちもよく、抜け毛も多少は減り、しっとり感がでました。　

低刺激で良さそうなので、年長の娘にも使っています。　

月２回サロンで白髪染めをし、パサつきがある６０代の母にもプレゼントしてあげようと思っています。　

星１つマイナスは、シャンプーのポンプが固めで勢いがあり、手から溢れてもったいない事がたびたびあります。"
2019-10-29,5,"""silver moon*さん"" ",https://review.rakuten.co.jp/my/NWMzYWJjYTE4NjcxODUxZA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","泡立ちと香りが良く、気持ちよく洗えるシャンプー。今までシャンプーもトリートメントも、自分が使っていると子どもの足や体に付いてしまうことがあり気になっていましたが、こちらの商品なら安心できるのもいいなと思いました。　

他の方のコメントにもありましたが、初めにポンプを回すとシャンプーの液がポンプの隙間から出てくるので、今後ケースを改善していただけると助かります。"
2019-10-27,4,"""ヒョクよしさん"" ",https://review.rakuten.co.jp/my/ZjgzYTc4ODNjYjdlNWIxYg__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
",泡立ちが気持ちいいです。今までもオーガニックアミノ酸シャンプー使ってましたが、泡立ちが全然違います。洗い上りがサラサラというのは特にないです。思ったより容器が小さかったです。
2019-10-26,5,"""りっくん9619さん"" ",https://review.rakuten.co.jp/my/YmQ0MjNlYzhlZjRkZGM_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
",いい匂い。泡立ちもよし、さらさらになります。パサつきがおさえれますように、もう少し使い続けたいです
2019-10-24,5,"""t39sさん"" ",https://review.rakuten.co.jp/my/N2VkNzY1OGM5YzczOTkxYg__/1.0.0.1/,30代 男性,"
","
","
","
","洗った後のパサつきは特に気にならず香りもよしなのでこれから続けて使っていこうと思います。　

ポンプを回した時に液が漏れたのにはビックリしました。"
2019-10-24,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,いい予感！,2人目妊娠中で、髪のパサつきや抜け毛が気になってきたのでおやおやと思い購入。特にシャンプーが好感触で泡立ちも泡切れも良く、洗い上がりは柔らかいサラサラ髪になりました。リピートしたいと思います」
2019-10-24,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,良かった,アロマの香りに癒されながらシャンプー出来ました！エイジングケアにもなればなお良し！まだ使用して二回目なので期待したいです☆
2019-10-22,4,"ゲストさん"" ","
","
","
","
","
",香りが好き,"産後の抜け毛対策として購入しました。　

効果はまだわかりませんが、ハーブのような香りがとても癒されて私は気に入ってます。シャンプーの泡立ちも良くて気持ち良いです。今後の効果を期待してしばらく使ってみようと思っています。"
2019-10-22,4,"ゲストさん"" ","
","
","
",自分用,はじめて,良いです♪,"産後で髪のパサつきと抜け毛が気になり購入しました。　

使って2週間程ですがツヤとまとまりが出てきました！　

抜け毛のほうはまだあまり効果は実感できませんが　

シャンプーの泡立ちがすごいよくてしっかり洗えてるのか、頭がスッキリします。　

お値段が高いですがしばらく使っていきたいなと思います。"
2019-10-21,4,"ゲストさん"" ","
","
",実用品・普段使い,"
",はじめて,とても良いです,"使い心地がいいと思います。ノンシリコンと聞いてきしむかな？と思いましたが、泡立ちもよくとてもしっとりします。　

まだ初回購入なので、効果はわかりづらいですが、産後の髪の毛のパサつき、うねりが以前よりマシになったような気がします。　

産後抜け毛で前髪が無くなると聞いてビビっていますが、少しでも防げたらいいなと思い、使っています。かなりお高いので効果を期待しています。"
2019-10-21,3,"ゲストさん"" ","
","
","
","
","
","
",かなり容量は少ないです。セミロングで一度に4プッシュ必要なので減りは早いですが泡切れが良いところが気に入っています。シャンプーのみリピしても良いかなと思えます。トリートメントは効果が感じられません。
2019-10-19,4,"""chiku,helloさん"" ",https://review.rakuten.co.jp/my/ZGU4MDA5ZTRkZA__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,泡立ち良し,"オーガニックのシャンプーは泡立ちが悪いものがおおいですが、しっかり泡立ちます　

香りも優しく、リラックスできます　

「すごくしっとりする」とかではないですが、まとまりはいいです　

最近、白髪や抜け毛が気になってきているのでしばらく使い続けてみようと思っています　

トリートメントとかオイルとかも続いて発売してもらえたらいいのになぁ"
2019-10-17,4,"""sa-ma0609さん"" ",https://review.rakuten.co.jp/my/OWI4MzI2Mzk0OGNjM2M_/1.0.0.1/,30代 女性,"
",自分用,リピート,2回目の購入です。,産後8ヶ月になります。いつも購入させていただいてるベビーローションと一緒に試しに買ってみました。何となく抜け毛が減ったような……。香りも好きで、子供らとバタバタお風呂に入ってる中、シャンプーした瞬間に広がるこの香りに瞬間的ですが癒されてます。
2019-10-17,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,容器に一考あり,楽しみにしていた商品が届き早速使おう！と、シャンプーボトルのポンプのクルクル部を回しました。押す部分が上に上がったのは良かったのですが、同時に、ポンプを押してもないのにシャンプーの液体が何故かブワッと漏れ、手がベタベタ。ボトルのポンプ部もシャンプーまみれで勿体無いな、とマイナススタートでした。使用感は良かったので残念です。
2019-10-16,5,"ゲストさん"" ","
","
","
","
",はじめて,香りが良いです,"実家からの依頼で注文しました。 　

オーガニックの商品なので安心ですし、香りが良くて泡立ちも良く、アレルギー等のトラブルもなさそうです。　

早く送って頂きましたし有難うございました。"
2019-10-16,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,産後からの抜け毛,"美容室で「凄く抜ける」と聞いていて、それが本当にきた。　

大量に抜ける毛を見ながら「どぅにかせねば」と思いながらも　

何も対処、出来ぬまま育児に追われる日々を送っていたが　

限界がきた。　

前頭部がスケスケに透けてきた・・・　

   　

これ以上、前の部分が大量に抜けてしまうのが怖いので前髪を切ったが　

抜けるものは抜ける。　

おまけにヂリヂリのゴワゴワ（涙）　

授乳で栄養が流れちゃうのは解るけど〜( ；∀；)　

・・・　

「産後の抜け毛は一時的なものでソレを過ぎれば又、はえてくる」と　

言われているが毎日、とんでもない量が抜けるので鏡を見るのも嫌になってくる〜　

  　

「産後・抜け毛のシャンプー」と検索をし　

色々ある中から、コチラの商品に辿り着いた。　

今日で使って５回目。　

 　

私はロングヘアーではあるが〜抜けてしまって毛量が少なくなった・・　

てのも、あるかもしれないが？　

１プッシュだけで髪の毛の泡がモッコモコに！　

トリートメントの感想はノーコメントで！　

〜★〜　

香りは〜アロマ？癒される香り？？だの。。　

人それぞれ好みがあるから何とも言えないが　

私にとっては・・「いい匂い！」とは思えないな〜　

ヨモギ？薬草？髪の毛を染める時のヘアーカラーの匂いがする。　

★★★　

嫌になる程の匂いではないので　

抜け毛等に効く栄養成分が入っているんだから「仕方ないよな」と思いながら使ってます！　

☆☆★☆☆　

その効果はビックリな事に　

毎日、とんでもない程、排水溝に塊となって抜けていた毛が　

半分になった。。　

ドライヤーの時も今までの半分の様な気がする♪　

   　

このまま良かったら又リピしたいと思います　

レビューを記入する事で貰える￥1000OFFクーポンもお得だと思います　

楽しみにしています！"
2019-10-11,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,"
","増税前にまた購入しました！３回目です！　

産後の抜け毛がマシになってきました！セットの方が安いのでセットで買ってますが、シャンプーが先になくなるので、シャンプー2本セットとかも作って欲しいです！"
2019-10-10,5,"""ひまわり5922さん"" ",https://review.rakuten.co.jp/my/MTFlYzcyMDEwZTE2YTAxMA__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,とっても良いです,"最近、どんなシャンプー、トリートメントでも髪の毛のパサつき、まとまりがなくなってきていましたが、この商品を使ったらつるんと手触りも良く、サラッとまとまりました。　

すごく良い商品に出会えて感謝です。"
2019-10-10,4,"ゲストさん"" ","
","
","
","
","
","
","シャンプーは他のオーガニックシャンプーと同様に洗い流すのに時間がかかります。泡立ちは良くきしみはありません。　

ノンシリコン系オーガニックシャンプー&amp;リンスとしては使いやすいと思います。リピ予定です。"
2019-10-04,4,"ゲストさん"" ","
","
",実用品・普段使い,友人へ,はじめて,"
",皆さんのレビューを参考に購入しました。私が使う訳ではありませんが、知人も喜んでくれると思います。
2019-10-01,5,"""ドロンパたぬきさん"" ",https://review.rakuten.co.jp/my/MTRmYWU3MzU5NmU2YTUxNg__/1.0.0.1/,"</span>
                            <span>購入者","
",自分用,"
",さっぱり感！,シャンプー、トリートメントのセットを購入。洗い終わったあとの地肌のさっぱり感が、違いました。肌が弱いので、心配してましたが、これは、大丈夫でした。リピートしたいです。
2019-09-30,5,"ゲストさん"" ","
","
","
",自分用,"
",リピします！,"発送も早く、商品もとても良かったです！　

詰め替えよがあれば嬉しいです。"
2019-09-26,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,頭スッキリ,商品は綺麗に梱包されて届きました。ボトルが可愛くて、香りもきつくないオーガニックな香り。洗った後の髪は、あまり匂いがしませんが、泡立ちもあら居心地も良いです。抜け毛が悩みなので続けて使ってみたいです。
2019-09-25,5,"ゲストさん"" ","
","
","
","
","
","
","アロベビーのベビーシャンプーがすごく良かったので、白髪や抜け毛が気になる自分用に買ってみました。　

香りが好みの香りで、洗っている間すごく癒されました。育児中なので、自分のシャンプーをするのが面倒だったり時間がかけられなくて適当だったのですが、こちらのシャンプーにしてからは楽しみになり、お手入れも頑張りたい！という気持ちになりました。　

洗った後は香りは残りませんが、とてもさっぱりしました。　

洗ってもすぐベタベタしてしまうのが悩みでしたが、それもだいぶ軽減されたように感じます。　

しばらく使い続けてみたいと思います！"
2019-09-20,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,泡立ちがよく軽やか,産後の抜け毛で悩んでいた時に使い始めました。泡立ちがよく軽やかに洗い上がるのでとても気持ちいいです。他のシャンプーを試してみましたが、わたしにはこれが一番合っているようです！
2019-09-19,4,"""mikitarou555さん"" ",https://review.rakuten.co.jp/my/YzlhNDc2YWVjMDU0/1.0.0.1/,50代 女性,"
","
","
","
",抜け毛が気になり購入しました。まだ効果の方はわかりませんが、翌日のセットがとてもやりやすくなりました。
2019-09-18,4,"""maho714さん"" ",https://review.rakuten.co.jp/my/YTE0NjlkNjZiM2U1M2I_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","使いはじめて髪が落ち着いてきている気がします。　

少し高いのでリピするかは悩み中"
2019-09-10,5,"ゲストさん"" ","
","
","
","
","
","
",香りがとても良く、髪にも合うようで、気に入りました。
2019-09-10,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,お気に入り！,泡立ちがよく、頭皮を気持ちよく洗えている感じがして、とても気に入っています。洗った後は髪がしっとり、サラサラになり私の髪にはとても合っていました！
2019-09-08,4,"ゲストさん"" ","
","
","
","
","
","
","出産後抜け毛やうねりが気になりこちらを試してみました。　

抜け毛効果はまだわかりませんがうねりは多少よくなったと思います。　

抜け毛効果も期待してしばらく使ってみたいと思います。"
2019-09-02,3,"""サイクロン掃除機楽しみ。さん"" ",https://review.rakuten.co.jp/my/Yzc3Mjg2NjUwYjUyOGMxNw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,ごわつくけど。,"産後の抜け毛予防にと思い購入しました。　

香りは好きだし泡立ちも良いです。　

スッキリした洗い心地だと思います。　

ただ リンスが弱いのか？？　

ごわつきます。　

使ってみて効果があれば、またリピートしようかと思います。"
2019-09-01,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
","
","ノンシリコンのトリートメントを探していて出会いました。シャンプーも敏感なので美容院のものを使っていましたが、今回、セットの方がお得なので試してみました。　

まずトリートメントがよかったです。なかなか市販ではノンシリコンがなく、オーガニックのものは、香りが合わず、と、でも、これは使用感もいいです。　

恐々、シャンプーも使ってみました。　

かゆみもなかったので、続けたいと思いました。"
2019-08-29,3,"ゲストさん"" ","
","
","
","
","
",肌に合わなかった,"ハーブ系とかは何に反応するのか化粧品とかもなんとなくダメで、このシャンプーセットもそれ系で全然ダメでした。　

シャンプーした瞬間頭が痒くて痒くて。。　

でもニオイはラベンダー系のスッキリとしたいい匂いで洗いごこちもよく、ドライヤーの乾きもいいし、艶感もいいです！　

お肌に合う方にはオススメです。　

商品が悪いわけではないけど、初めてシャンプーでこんなに痒くてなったので、星は3にさせていただぎした。"
2019-08-28,4,"""lily6601さん"" ",https://review.rakuten.co.jp/my/ZmY0MDYyNzkxNmJhNGUxYg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
",こちらのシャンプー、使うととっても髪に艶が出ます！気になっていた頭皮の匂いも改善された気がします。洗い上がりもギシギシせず、ハーブっぽい香りも爽やかです。トリートメントは私には良く良さはわからなかったですが、良くも悪くもなくという感じでした。あとはもう少しお値段が続けやすい価格だといいな、と思います。
2019-08-24,4,"""ピングレ4399さん"" ",https://review.rakuten.co.jp/my/OTc3ODgyNzE1MTFlNDI_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,産後の抜け対策として,"産後の抜けが酷くて、色々調べてみたらシャンプーを変えると良いとの事で、私と同じように抜け毛で悩んでいる方が使用されていたのがこの商品でした。評価もとても良かったので、ちょっとお高いですが自分へのご褒美も兼ねて購入！早速使用してみた所、香りが最高！アロマも配合されており癒しがたまりません（笑）泡立ちもちょつとの量でとてもいいし、地肌に馴染んでいくと言うのでしょうか、洗い終わったあとさっぱりしました！トリートメントも髪に浸透してたのでしょうか、ドライヤーで乾かしてもパサつきがありませんでした！　

抜け毛自体はまだ使って2日目なのでまだダメでしたが、しばらく使ってみたいと思います！"
2019-08-20,4,"""やあこさんさん"" ",https://review.rakuten.co.jp/my/NzIzNWMwMWRhNTVhNDExYQ__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,癒されます,まだ使い始めたばかりで、髪に合ってるかは分からないですが、とにかく良い匂いで使っている間とても至福の時間です！
2019-08-19,4,"ゲストさん"" ","
","
","
","
","
","
","注文番号 303383-20190808-01596718　

香とパッケージが好きです。最近抜け毛が増えたので、しばらく使いたいとおもいます。"
2019-08-14,5,"""あかりん382さん"" ",https://review.rakuten.co.jp/my/ZDdlN2QyNjFlYmM2NzAxOQ__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","30代に入り、また産後ということもありこちらのシャンプーを使ってみることにしました。　

いかにもオーガニックという香りが私は好きです。泡はきめ細かい柔らかい泡が出るのが気に入っています。　

一番変化を感じたのは、頭皮の匂い。夏場はふとした時になんか臭う？と感じることがあったのですが、このシャンプーを使い出してから全くと言っていいほど匂いません！スッキリと洗えているのだと思います！"
2019-08-13,2,"""ざぼぶ1010さん"" ",https://review.rakuten.co.jp/my/MGEwZjBhNTUwZDRmODMxOQ__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,はじめて,"
","薬草？みたいな匂いがきつすぎる。　

お値段もまあいいお値段なので　

なくなるまで使い続けてますが　

髪に変化はありませんので　

リピ買いはしないですね。"
2019-08-10,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,髪がまとまりやすい,"こちらのシャンプー、コンディショナーを使い始めてから髪がまとまりやすくなりました。　

地肌にも良いみたいです。"
2019-08-09,4,"""ペパーミントpmpさん"" ",https://review.rakuten.co.jp/my/ZThlOTk5YTMxNWI2N2MxMA__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,軽やか,"産後の抜け毛が気になり使い始めました。　

サラッとしたテクスチャーで、泡立ちもかなり良いです。洗い上がりが少し軋むかな？と思いましたが、タオルドライ後かなり頭皮が軽くなり汚れや無駄なものがスッキリ取れた感じでした。　

アロマテラピーを受けた時のような心地よい香りで使うのが楽しみです！"
2019-08-07,5,"""モモガブさん"" ",https://review.rakuten.co.jp/my/YzU3ZDdlMmJiMGUyMTkxZg__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,気に入りました,低刺激のおかげか、頭皮のかゆみやつっぱった感じがすーっとなくなりました。泡立ちも良く、洗い上がりも軽やかで気に入りました。泡切れはあまり良くないような感じがして、よくすすいでいます。また購入します。
